"ncm","class","sub"
"8538",Partes De Circuitos Elétricos,"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37."
"2106",Outros Preparados Alimentícios,Preparações alimentícias não especificadas nem compreendidas noutras posições.
"5307",Fios De Juta,Fios de juta ou de outras fibras têxteis liberianas da posição 53.03.
"2714",Betumes E Asfaltos,"Betumes e asfaltos, naturais, xistos e areias betuminosos, asfaltitas e rochas asfálticas."
"8007",Obras De Estanho,Outras obras de estanho.
"2923",Sais E Hidróxidos De Amônio Quaternários,"Sais e hidróxidos de amônio quaternários, lecitinas e outros fosfoaminolipídios, de constituição química definida ou não."
"5212",Outros Tecidos De Algodão,Outros tecidos de algodão.
"4102",Couro Ovino,"Peles em bruto de ovinos (frescas ou salgadas, secas, tratadas pela cal, piqueladas ou conservadas de outro modo, mas não curtidas, nem apergaminhadas, nem preparadas de outro modo), mesmo depiladas ou divididas, com exceção das excluídas pela Nota 1 c) do presente Capítulo."
"0908",Noz-Moscada,"Noz-moscada, macis, amomos e cardamomos."
"5401",Linhas Para Costurar,"Linhas para costurar de filamentos sintéticos ou artificiais, mesmo acondicionadas para venda a retalho."
"4704",Pastas Químicas De Madeira,"Pastas químicas de madeira, ao bissulfito, exceto pastas para dissolução."
"9023",Instrumentos para Demonstração,"Instrumentos, aparelhos e modelos, concebidos para demonstração (por exemplo, no ensino e nas exposições), não suscetíveis de outros usos"
"3920",Outras Fitas Adesivas,"Outras chapas, folhas, películas, tiras e lâminas, de plástico não alveolar, não reforçadas nem estratificadas, sem suporte, nem associadas de forma semelhante a outras matérias."
"0302",Carnes De Peixes Frescas,"Peixes frescos ou refrigerados, exceto os filés (filetes) de peixes e outra carne de peixes da posição 03.04."
"0604",Folhagem,"Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês (ramos de flores*) ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo."
"5310",Tecidos De Juta ,Tecidos de juta ou de outras fibras têxteis liberianas da posição 53.03.
"0406",Queijos E Requeijão,Queijos e requeijão.
"2309",Preparações Para Animais,Preparações do tipo utilizado na alimentação de animais.
"7209","Produtos Laminados Planos, De Ferro Ou Aço Não Ligado","Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a frio, não folheados ou chapeados, nem revestidos."
"8309","Rolhas, Tampas Para Garrafas","Rolhas, tampas e cápsulas para garrafas (incluindo as cápsulas de coroa, as rolhas e cápsulas, de rosca, e as rolhas vertedoras), batoques ou tampões roscados, protetores de batoques ou de tampões, selos de garantia e outros acessórios para embalagem, de metais comuns."
"6114",Outro Vestuário Malha,Outro vestuário de malha.
"6913",Objetos De Ornamentação De Cerâmica,"Estatuetas e outros objetos de ornamentação, de cerâmica."
"8546",Isoladores Elétricos,Isoladores elétricos de qualquer matéria.
"9404",Peças Para Camas,"Suportes para camas (somiês), colchões, edredões, almofadas, pufes, travesseiros e artigos semelhantes, equipados com molas ou guarnecidos interiormente de quaisquer matérias, compreendendo esses artigos de borracha alveolar ou de plástico alveolar, mesmo recobertos."
"4002",Borracha Sintética,"Borracha sintética e borracha artificial derivada dos óleos, em formas primárias ou em chapas, folhas ou tiras, misturas dos produtos da posição 40.01 com produtos da presente posição, em formas primárias ou em chapas, folhas ou tiras."
"2009",Suco De Fruta Ou Hotícula,"Sucos (sumos) de fruta (incluindo os mostos de uvas e a água de coco) ou de produtos hortícolas, não fermentados, sem adição de álcool, mesmo com adição de açúcar ou de outros edulcorantes."
"4103",Couros Não Curtidos,"Outros couros e peles em bruto (frescos ou salgados, secos, tratados pela cal, piquelados ou conservados de outro modo, mas não curtidos, nem apergaminhados, nem preparados de outro modo), mesmo depilados ou divididos, com exceção dos excluídos pelas Notas 1 b) ou 1 c) do presente Capítulo."
"4409",Madeira Perfilada,"Madeira (incluindo os tacos e frisos de parquê, não montados) perfilada (com espigas, ranhuras, filetes, entalhes, chanfrada, com juntas em V, com cercadura, boleada ou semelhantes) ao longo de uma ou mais bordas, faces ou extremidades, mesmo aplainada, lixada ou unida pelas extremidades."
"2907",Fenóis E Similares,"Fenóis, fenóis-álcoois."
"2801","Flúor, Cloro, Bromo , Iodo","Flúor, cloro, bromo e iodo."
"2824",Óxidos  Chumbo,"Óxidos de chumbo, mínio (zarcão) e mínio-laranja (mine-orange)."
"2816",Hidróxido De Magnésio,"Hidróxido e peróxido de magnésio, óxidos, hidróxidos e peróxidos, de estrôncio ou de bário."
"7216",Perfis De Ferro Ou Aço Não Ligado,Perfis de ferro ou aço não ligado.
"7412",Acessórios Tubos De Cobre,"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas (mangas*)), de cobre."
"0507",Marfim E Carapaças,"Marfim, carapaças de tartaruga, barbas, incluindo as franjas, de baleia ou de outros mamíferos marinhos, chifres, galhadas, cascos, unhas, garras e bicos, em bruto ou simplesmente preparados, mas não cortados em forma determinada, pós e desperdícios destas matérias."
"2209",Vinagres,"Vinagres e seus sucedâneos obtidos a partir do ácido acético, para uso alimentar."
"3402",Agentes Orgânicos De Superfície,"Agentes orgânicos de superfície (exceto sabões), preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01."
"4707",Papel Ou Cartão Para Reciclar,Papel ou cartão para reciclar (desperdícios e resíduos).
"4404",Estacas De Madeira,"Arcos de madeira, estacas fendidas, estacas aguçadas, não serradas longitudinalmente, madeira simplesmente desbastada ou arredondada, não torneada, não recurvada nem trabalhada de qualquer outro modo, para fabricação de bengalas, guarda-chuvas, cabos de ferramentas e semelhantes, madeira em fasquias, lâminas, fitas e semelhantes."
"9027",Aparelhos Para Análises Físicas Ou Químicas,"Instrumentos e aparelhos para análises físicas ou químicas (por exemplo, polarímetros, refratômetros, espectrômetros, analisadores de gás ou de fumaça (fumos)), instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilatação, tensão superficial ou semelhantes ou para medidas calorimétricas, acústicas ou fotométricas (incluindo os indicadores de tempo de exposição), micrótomos."
"7317",Tachas E Pregos,"Tachas, pregos, percevejos, escápulas (pregos para tacos), grampos ondulados ou biselados e artigos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre."
"6704",Peruca,"Perucas, barbas, sobrancelhas, pestanas, madeixas e artigos semelhantes, de cabelo, pelos ou de matérias têxteis, outras obras de cabelo não especificadas nem compreendidas noutras posições."
"3807",	Tesouras e suas lâminas.  ,	Tesouras e suas lâminas.  
"7615",Artigos De Cozinha Alumínio,"Serviços de mesa, artigos de cozinha e outros artigos de uso doméstico, e suas partes, de alumínio, esponjas, esfregões, luvas e artigos semelhantes, para limpeza, polimento ou usos semelhantes, de alumínio, artigos de higiene ou de toucador, e suas partes, de alumínio."
"8716",Reboques E Semirreboque,"Reboques e semirreboques, para quaisquer veículos, outros veículos não autopropulsados, suas partes."
"7306",Outros Tubos E Perfis Ocos,"Outros tubos e perfis ocos (por exemplo, soldados, rebitados, grampeados ou com as bordas simplesmente aproximadas), de ferro ou aço."
"9201",Piano De Corda,"Pianos, mesmo automáticos, cravos e outros instrumentos de cordas, com teclado."
"8711",Motocicletas,"Motocicletas (incluindo os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral, carros laterais."
"4804",Papel E Cartão Kraft,"Papel e cartão, Kraft, não revestidos, em rolos ou em folhas, exceto os das posições 48.02 e 48.03."
"5705",tapetes e revestimentos para pisos,"Outros tapetes e revestimentos para pisos (pavimentos), de matérias têxteis, mesmo confeccionados.   "
"2852",Mecúrio,"Compostos, inorgânicos ou orgânicos, de mercúrio, de constituição química definida ou não, exceto as amálgamas."
"7613",Recipientes de Alumínio,"Alumínio e suas obras - Recipientes para gases comprimidos ou liquefeitos, de alumínio."
"7002",Vidro Em Esferas,"Vidro em esferas (exceto as microsferas da posição 70.18), barras, varetas ou tubos, não trabalhado."
"7903",Pó De Zinco,"Poeiras, pós e escamas, de zinco."
"8202",Serras Manuais,"Serras manuais, folhas de serras de qualquer tipo (incluindo as fresas-serras e as folhas não dentadas para serrar)."
"7104",Pedras Sintéticas,"Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas, pedras sintéticas ou reconstituídas, não combinadas, enfiadas temporariamente para facilidade de transporte."
"0402",Leite E Creme De Leite Adicionados,"Leite e creme de leite (nata), concentrados ou adicionados de açúcar ou de outros edulcorantes."
"8541",Dispositivos Semicondutores,"Dispositivos semicondutores (por exemplo, diodos, transistores, transdutores à base de semicondutores), dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis, diodos emissores de luz (LED), mesmo montados com outros diodos emissores de luz (LED), cristais piezelétricos montados."
"5302",Cânhamo,"Cânhamo (Cannabis sativa L.), em bruto ou trabalhado, mas não fiado, estopas e desperdícios de cânhamo (incluindo os desperdícios de fios e os fiapos)."
"7418", Outros Artigos De Uso Doméstico De Cobre,"Serviços de mesa, artigos de cozinha e outros artigos de uso doméstico, e suas partes, de cobre, esponjas, esfregões, luvas e artigos semelhantes, para limpeza, polimento ou usos semelhantes, de cobre, artigos de higiene ou de toucador, e suas partes, de cobre."
"7224",Outras Ligas De Aço,"Outras ligas de aço, em lingotes ou outras formas primárias, produtos semimanufaturados, de outras ligas de aço."
"9205",Instrumentos Musicais De Sopro,"Instrumentos musicais de sopro (por exemplo, órgãos de tubos e teclado, acordeões, clarinetes, trompetes, gaitas de foles), exceto os órgãos mecânicos de feira e os realejos."
"7010",Embalagens Tubulares,"Garrafões, garrafas, frascos, boiões, vasos, embalagens tubulares, ampolas e outros recipientes de vidro próprios para transporte ou embalagem, boiões de vidro para conservas, rolhas, tampas e outros dispositivos para fechar recipientes, de vidro."
"2104",Preparados Para Caldos E Sopas,"Preparações para caldos e sopas, caldos e sopas preparados, preparações alimentícias compostas homogeneizadas."
"4602",Obras De Cestaria,"Obras de cestaria obtidas diretamente na sua forma a partir de matérias para entrançar ou fabricadas com artigos da posição 46.01, obras de bucha (lufa*)."
"5208",Tecidos De Algodão,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, de peso não superior a 200 g/m2."
"2912",Aldeído,"Aldeídos, mesmo que contenham outras funções oxigenadas, polímeros cíclicos dos aldeídos, paraformaldeído."
"7106",Prata,"Prata (incluindo a prata dourada ou platinada), em formas brutas ou semimanufaturadas, ou em pó."
"6904",Tijolos Para Construção,"Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica."
"8113",Cermets,"Cermets e suas obras, incluindo os desperdícios e resíduos, e sucata."
"7316",Âncoras,"Obras de ferro fundido, ferro ou aço - Âncoras, fateixas, e suas partes, de ferro fundido, ferro ou aço."
"7113",Artigos De Joalheria,"Artigos de joalheria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê)."
"3917",Tubos,"Tubos e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plástico."
"2621",Outras Cinzas E Escórias,"Outras escórias e cinzas, incluindo as cinzas de algas, cinzas e resíduos provenientes da incineração de resíduos municipais."
"5108",Fios De Pelos Finos,"Fios de pelos finos, cardados ou penteados, não acondicionados para venda a retalho."
"6206",Camisas,"Camisas (Camiseiros*), blusas, blusas chemisiers (blusas-camiseiros*), de uso feminino."
"8450",Máquina De Lavar Roupa,"Máquinas de lavar roupa, mesmo com dispositivos de secagem."
"6404",Calçado De Borracha,"Calçado com sola exterior de borracha, plástico, couro natural ou reconstituído e parte superior de matérias têxteis."
"8505",Eletroímãs E Similares,"Eletroímãs, ímãs permanentes e artigos destinados a tornarem-se ímãs permanentes após magnetização, placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação, acoplamentos, embreagens, variadores de velocidade e freios (travões), eletromagnéticos, cabeças de elevação eletromagnéticas."
